1	1	1.0000	1.0000
1	2	4.0000	2.5000
1	3	1.5000	3.0000
1	4	0.5000	0.5000
1	5	3.0000	4.0000
1	6	5.0000	2.0000
1	7	2.0000	5.0000
1	8	0.0000	3.0000
1	9	3.5000	0.5000
1	10	4.5000	4.5000
2	1	1.5000	1.2000
2	2	3.8000	2.7000
2	3	2.0000	2.8000
2	4	1.0000	0.7000
2	5	2.8000	3.8000
2	6	4.8000	2.2000
2	7	2.3000	4.8000
2	8	0.5000	3.2000
2	9	3.2000	0.7000
2	10	4.0000	4.3000
3	1	2.0000	1.5000
3	2	3.5000	3.0000
3	3	2.5000	2.5000
3	4	1.5000	1.0000
3	5	2.5000	3.5000
3	6	4.5000	2.5000
3	7	2.5000	4.5000
3	8	1.0000	3.5000
3	9	3.0000	1.0000
3	10	3.5000	4.0000
4	1	2.5000	1.8000
4	2	3.2000	3.2000
4	3	3.0000	2.2000
4	4	2.0000	1.3000
4	5	2.2000	3.2000
4	6	4.2000	2.8000
4	7	2.8000	4.2000
4	8	1.5000	3.8000
4	9	2.8000	1.3000
4	10	3.0000	3.8000
5	1	3.0000	2.0000
5	2	3.0000	3.5000
5	3	3.5000	2.0000
5	4	2.5000	1.5000
5	5	2.0000	3.0000
5	6	4.0000	3.0000
5	7	3.0000	4.0000
5	8	2.0000	4.0000
5	9	2.5000	1.5000
5	10	2.5000	3.5000
6	1	3.0000	2.0000
6	2	2.8000	3.8000
6	3	4.0000	1.8000
6	4	3.0000	1.8000
6	5	1.8000	2.8000
6	6	3.8000	3.2000
6	7	3.3000	3.8000
6	8	2.5000	4.2000
6	9	2.2000	1.8000
6	10	2.0000	3.3000
7	1	3.0000	2.0000
7	2	2.8000	3.8000
7	3	4.5000	1.5000
7	4	3.5000	2.0000
7	5	1.5000	2.5000
7	6	3.5000	3.5000
7	7	3.5000	3.5000
7	8	2.5000	4.2000
7	9	2.0000	2.0000
7	10	1.5000	3.0000
8	1	3.0000	2.0000
8	2	2.8000	3.8000
8	3	4.5000	1.5000
8	4	4.0000	2.3000
8	5	1.2000	2.2000
8	6	3.2000	3.8000
8	7	3.8000	3.2000
8	8	2.5000	4.2000
8	9	1.8000	2.3000
8	10	1.5000	3.0000
9	1	3.0000	2.0000
9	2	2.8000	3.8000
9	3	4.5000	1.5000
9	4	4.0000	2.3000
9	5	1.0000	2.0000
9	6	3.2000	3.8000
9	7	4.0000	3.0000
9	8	2.5000	4.2000
9	9	1.8000	2.3000
9	10	1.5000	3.0000
10	1	3.0000	2.0000
10	2	2.8000	3.8000
10	3	4.5000	1.5000
10	4	4.0000	2.3000
10	5	1.0000	2.0000
10	6	3.2000	3.8000
10	7	4.3000	2.8000
10	8	2.5000	4.2000
10	9	1.8000	2.3000
10	10	1.5000	3.0000
11	1	3.0000	2.0000
11	2	2.8000	3.8000
11	3	4.5000	1.5000
11	4	4.0000	2.3000
11	5	1.0000	2.0000
11	6	3.2000	3.8000
11	7	4.3000	2.8000
11	8	2.5000	4.2000
11	9	1.8000	2.3000
11	10	1.5000	3.0000
12	1	3.0000	2.0000
12	2	2.8000	3.8000
12	3	4.5000	1.5000
12	4	4.0000	2.3000
12	5	1.0000	2.0000
12	6	3.2000	3.8000
12	7	4.3000	2.8000
12	8	2.5000	4.2000
12	9	1.8000	2.3000
12	10	1.5000	3.0000
13	1	3.0000	2.0000
13	2	2.8000	3.8000
13	3	4.5000	1.5000
13	4	4.0000	2.3000
13	5	1.0000	2.0000
13	6	3.2000	3.8000
13	7	4.3000	2.8000
13	8	2.5000	4.2000
13	9	1.8000	2.3000
13	10	1.5000	3.0000
14	1	3.0000	2.0000
14	2	2.8000	3.8000
14	3	4.5000	1.5000
14	4	4.0000	2.3000
14	5	1.0000	2.0000
14	6	3.2000	3.8000
14	7	4.3000	2.8000
14	8	2.5000	4.2000
14	9	1.8000	2.3000
14	10	1.5000	3.0000
15	1	3.0000	2.0000
15	2	2.8000	3.8000
15	3	4.5000	1.5000
15	4	4.0000	2.3000
15	5	1.0000	2.0000
15	6	3.2000	3.8000
15	7	4.3000	2.8000
15	8	2.5000	4.2000
15	9	1.8000	2.3000
15	10	1.5000	3.0000
16	1	3.0000	2.0000
16	2	2.8000	3.8000
16	3	4.5000	1.5000
16	4	4.0000	2.3000
16	5	1.0000	2.0000
16	6	3.2000	3.8000
16	7	4.3000	2.8000
16	8	2.5000	4.2000
16	9	1.8000	2.3000
16	10	1.5000	3.0000
17	1	3.0000	2.0000
17	2	2.8000	3.8000
17	3	4.5000	1.5000
17	4	4.0000	2.3000
17	5	1.0000	2.0000
17	6	3.2000	3.8000
17	7	4.3000	2.8000
17	8	2.5000	4.2000
17	9	1.8000	2.3000
17	10	1.5000	3.0000
18	1	3.0000	2.0000
18	2	2.8000	3.8000
18	3	4.5000	1.5000
18	4	4.0000	2.3000
18	5	1.0000	2.0000
18	6	3.2000	3.8000
18	7	4.3000	2.8000
18	8	2.5000	4.2000
18	9	1.8000	2.3000
18	10	1.5000	3.0000
19	1	3.0000	2.0000
19	2	2.8000	3.8000
19	3	4.5000	1.5000
19	4	4.0000	2.3000
19	5	1.0000	2.0000
19	6	3.2000	3.8000
19	7	4.3000	2.8000
19	8	2.5000	4.2000
19	9	1.8000	2.3000
19	10	1.5000	3.0000
20	1	3.0000	2.0000
20	2	2.8000	3.8000
20	3	4.5000	1.5000
20	4	4.0000	2.3000
20	5	1.0000	2.0000
20	6	3.2000	3.8000
20	7	4.3000	2.8000
20	8	2.5000	4.2000
20	9	1.8000	2.3000
20	10	1.5000	3.0000
