1	1	12.0000	34.0000
1	2	20.0000	40.0000
1	3	30.0000	50.0000
1	4	40.0000	60.0000
1	5	50.0000	70.0000
1	6	60.0000	80.0000
1	7	70.0000	90.0000
1	8	80.0000	100.0000
2	1	13.0000	35.0000
2	2	21.0000	41.0000
2	3	31.0000	51.0000
2	4	41.0000	61.0000
2	5	51.0000	71.0000
2	6	61.0000	81.0000
2	7	71.0000	91.0000
2	8	81.0000	101.0000
3	1	14.0000	36.0000
3	2	22.0000	42.0000
3	3	32.0000	52.0000
3	4	42.0000	62.0000
3	5	52.0000	72.0000
3	6	62.0000	82.0000
3	7	72.0000	92.0000
3	8	82.0000	102.0000
4	1	15.0000	37.0000
4	2	23.0000	43.0000
4	3	33.0000	53.0000
4	4	43.0000	63.0000
4	5	53.0000	73.0000
4	6	63.0000	83.0000
4	7	73.0000	93.0000
4	8	83.0000	103.0000
5	1	15.0000	37.0000
5	2	24.0000	44.0000
5	3	34.0000	54.0000
5	4	44.0000	64.0000
5	5	54.0000	74.0000
5	6	64.0000	84.0000
5	7	74.0000	94.0000
5	8	84.0000	104.0000
6	1	15.0000	37.0000
6	2	25.0000	45.0000
6	3	35.0000	55.0000
6	4	45.0000	65.0000
6	5	55.0000	75.0000
6	6	65.0000	85.0000
6	7	75.0000	95.0000
6	8	85.0000	105.0000
7	1	15.0000	37.0000
7	2	25.0000	45.0000
7	3	36.0000	56.0000
7	4	46.0000	66.0000
7	5	56.0000	76.0000
7	6	65.0000	85.0000
7	7	76.0000	96.0000
7	8	86.0000	106.0000
8	1	15.0000	37.0000
8	2	25.0000	45.0000
8	3	36.0000	56.0000
8	4	47.0000	67.0000
8	5	57.0000	77.0000
8	6	65.0000	85.0000
8	7	77.0000	97.0000
8	8	87.0000	107.0000
9	1	15.0000	37.0000
9	2	25.0000	45.0000
9	3	36.0000	56.0000
9	4	47.0000	67.0000
9	5	58.0000	78.0000
9	6	65.0000	85.0000
9	7	78.0000	98.0000
9	8	87.0000	107.0000
10	1	15.0000	37.0000
10	2	25.0000	45.0000
10	3	36.0000	56.0000
10	4	47.0000	67.0000
10	5	58.0000	78.0000
10	6	65.0000	85.0000
10	7	79.0000	99.0000
10	8	87.0000	107.0000
11	1	15.0000	37.0000
11	2	25.0000	45.0000
11	3	36.0000	56.0000
11	4	47.0000	67.0000
11	5	58.0000	78.0000
11	6	65.0000	85.0000
11	7	79.0000	99.0000
11	8	87.0000	107.0000
12	1	15.0000	37.0000
12	2	25.0000	45.0000
12	3	36.0000	56.0000
12	4	47.0000	67.0000
12	5	58.0000	78.0000
12	6	65.0000	85.0000
12	7	79.0000	99.0000
12	8	87.0000	107.0000
13	1	15.0000	37.0000
13	2	25.0000	45.0000
13	3	36.0000	56.0000
13	4	47.0000	67.0000
13	5	58.0000	78.0000
13	6	65.0000	85.0000
13	7	79.0000	99.0000
13	8	87.0000	107.0000
14	1	15.0000	37.0000
14	2	25.0000	45.0000
14	3	36.0000	56.0000
14	4	47.0000	67.0000
14	5	58.0000	78.0000
14	6	65.0000	85.0000
14	7	79.0000	99.0000
14	8	87.0000	107.0000
15	1	15.0000	37.0000
15	2	25.0000	45.0000
15	3	36.0000	56.0000
15	4	47.0000	67.0000
15	5	58.0000	78.0000
15	6	65.0000	85.0000
15	7	79.0000	99.0000
15	8	87.0000	107.0000
16	1	15.0000	37.0000
16	2	25.0000	45.0000
16	3	36.0000	56.0000
16	4	47.0000	67.0000
16	5	58.0000	78.0000
16	6	65.0000	85.0000
16	7	79.0000	99.0000
16	8	87.0000	107.0000
17	1	15.0000	37.0000
17	2	25.0000	45.0000
17	3	36.0000	56.0000
17	4	47.0000	67.0000
17	5	58.0000	78.0000
17	6	65.0000	85.0000
17	7	79.0000	99.0000
17	8	87.0000	107.0000
18	1	15.0000	37.0000
18	2	25.0000	45.0000
18	3	36.0000	56.0000
18	4	47.0000	67.0000
18	5	58.0000	78.0000
18	6	65.0000	85.0000
18	7	79.0000	99.0000
18	8	87.0000	107.0000
19	1	15.0000	37.0000
19	2	25.0000	45.0000
19	3	36.0000	56.0000
19	4	47.0000	67.0000
19	5	58.0000	78.0000
19	6	65.0000	85.0000
19	7	79.0000	99.0000
19	8	87.0000	107.0000
20	1	15.0000	37.0000
20	2	25.0000	45.0000
20	3	36.0000	56.0000
20	4	47.0000	67.0000
20	5	58.0000	78.0000
20	6	65.0000	85.0000
20	7	79.0000	99.0000
20	8	87.0000	107.0000
