1	1	1.0000	1.0000
1	2	2.0000	2.0000
1	3	3.0000	1.0000
1	4	1.0000	4.0000
1	5	4.0000	4.0000
1	6	6.0000	1.0000
1	7	7.0000	7.0000
1	8	8.0000	2.0000
1	9	5.0000	5.0000
1	10	3.0000	8.0000
2	1	2.0000	1.0000
2	2	2.0000	3.0000
2	3	3.0000	2.0000
2	4	1.0000	5.0000
2	5	4.0000	5.0000
2	6	6.0000	2.0000
2	7	6.0000	7.0000
2	8	8.0000	3.0000
2	9	5.0000	6.0000
2	10	4.0000	8.0000
3	1	3.0000	1.0000
3	2	2.0000	4.0000
3	3	3.0000	3.0000
3	4	1.0000	6.0000
3	5	4.0000	6.0000
3	6	6.0000	3.0000
3	7	5.0000	7.0000
3	8	8.0000	4.0000
3	9	5.0000	7.0000
3	10	5.0000	8.0000
4	1	4.0000	1.0000
4	2	2.0000	5.0000
4	3	4.0000	3.0000
4	4	1.0000	7.0000
4	5	5.0000	6.0000
4	6	6.0000	4.0000
4	7	4.0000	7.0000
4	8	8.0000	5.0000
4	9	5.0000	8.0000
4	10	6.0000	8.0000
5	1	5.0000	1.0000
5	2	2.0000	6.0000
5	3	5.0000	3.0000
5	4	1.0000	8.0000
5	5	6.0000	6.0000
5	6	6.0000	5.0000
5	7	3.0000	7.0000
5	8	8.0000	6.0000
5	9	5.0000	9.0000
5	10	7.0000	8.0000
6	1	5.0000	1.0000
6	2	2.0000	7.0000
6	3	6.0000	3.0000
6	4	1.0000	9.0000
6	5	7.0000	6.0000
6	6	6.0000	5.0000
6	7	2.0000	7.0000
6	8	8.0000	7.0000
6	9	5.0000	9.0000
6	10	8.0000	8.0000
7	1	5.0000	1.0000
7	2	2.0000	7.0000
7	3	7.0000	3.0000
7	4	1.0000	9.0000
7	5	7.0000	6.0000
7	6	6.0000	5.0000
7	7	1.0000	7.0000
7	8	8.0000	8.0000
7	9	5.0000	9.0000
7	10	8.0000	8.0000
8	1	5.0000	1.0000
8	2	2.0000	7.0000
8	3	7.0000	3.0000
8	4	1.0000	9.0000
8	5	7.0000	6.0000
8	6	6.0000	5.0000
8	7	1.0000	7.0000
8	8	8.0000	9.0000
8	9	5.0000	9.0000
8	10	8.0000	8.0000
9	1	5.0000	1.0000
9	2	2.0000	7.0000
9	3	7.0000	3.0000
9	4	1.0000	9.0000
9	5	7.0000	6.0000
9	6	6.0000	5.0000
9	7	1.0000	7.0000
9	8	8.0000	9.0000
9	9	5.0000	9.0000
9	10	8.0000	8.0000
10	1	5.0000	1.0000
10	2	2.0000	7.0000
10	3	7.0000	3.0000
10	4	1.0000	9.0000
10	5	7.0000	6.0000
10	6	6.0000	5.0000
10	7	1.0000	7.0000
10	8	8.0000	9.0000
10	9	5.0000	9.0000
10	10	8.0000	8.0000
11	1	5.0000	1.0000
11	2	2.0000	7.0000
11	3	7.0000	3.0000
11	4	1.0000	9.0000
11	5	7.0000	6.0000
11	6	6.0000	5.0000
11	7	1.0000	7.0000
11	8	8.0000	9.0000
11	9	5.0000	9.0000
11	10	8.0000	8.0000
12	1	5.0000	1.0000
12	2	2.0000	7.0000
12	3	7.0000	3.0000
12	4	1.0000	9.0000
12	5	7.0000	6.0000
12	6	6.0000	5.0000
12	7	1.0000	7.0000
12	8	8.0000	9.0000
12	9	5.0000	9.0000
12	10	8.0000	8.0000
13	1	5.0000	1.0000
13	2	2.0000	7.0000
13	3	7.0000	3.0000
13	4	1.0000	9.0000
13	5	7.0000	6.0000
13	6	6.0000	5.0000
13	7	1.0000	7.0000
13	8	8.0000	9.0000
13	9	5.0000	9.0000
13	10	8.0000	8.0000
14	1	5.0000	1.0000
14	2	2.0000	7.0000
14	3	7.0000	3.0000
14	4	1.0000	9.0000
14	5	7.0000	6.0000
14	6	6.0000	5.0000
14	7	1.0000	7.0000
14	8	8.0000	9.0000
14	9	5.0000	9.0000
14	10	8.0000	8.0000
15	1	5.0000	1.0000
15	2	2.0000	7.0000
15	3	7.0000	3.0000
15	4	1.0000	9.0000
15	5	7.0000	6.0000
15	6	6.0000	5.0000
15	7	1.0000	7.0000
15	8	8.0000	9.0000
15	9	5.0000	9.0000
15	10	8.0000	8.0000
16	1	5.0000	1.0000
16	2	2.0000	7.0000
16	3	7.0000	3.0000
16	4	1.0000	9.0000
16	5	7.0000	6.0000
16	6	6.0000	5.0000
16	7	1.0000	7.0000
16	8	8.0000	9.0000
16	9	5.0000	9.0000
16	10	8.0000	8.0000
17	1	5.0000	1.0000
17	2	2.0000	7.0000
17	3	7.0000	3.0000
17	4	1.0000	9.0000
17	5	7.0000	6.0000
17	6	6.0000	5.0000
17	7	1.0000	7.0000
17	8	8.0000	9.0000
17	9	5.0000	9.0000
17	10	8.0000	8.0000
18	1	5.0000	1.0000
18	2	2.0000	7.0000
18	3	7.0000	3.0000
18	4	1.0000	9.0000
18	5	7.0000	6.0000
18	6	6.0000	5.0000
18	7	1.0000	7.0000
18	8	8.0000	9.0000
18	9	5.0000	9.0000
18	10	8.0000	8.0000
19	1	5.0000	1.0000
19	2	2.0000	7.0000
19	3	7.0000	3.0000
19	4	1.0000	9.0000
19	5	7.0000	6.0000
19	6	6.0000	5.0000
19	7	1.0000	7.0000
19	8	8.0000	9.0000
19	9	5.0000	9.0000
19	10	8.0000	8.0000
20	1	5.0000	1.0000
20	2	2.0000	7.0000
20	3	7.0000	3.0000
20	4	1.0000	9.0000
20	5	7.0000	6.0000
20	6	6.0000	5.0000
20	7	1.0000	7.0000
20	8	8.0000	9.0000
20	9	5.0000	9.0000
20	10	8.0000	8.0000
